row,col,value
1.502000000000000000e+03,4.410000000000000000e+02,-3.271987352805311167e-01
1.529000000000000000e+03,4.410000000000000000e+02,9.792013224020750251e-01
4.420000000000000000e+02,4.420000000000000000e+02,4.532308100434896915e+03
5.820000000000000000e+02,4.420000000000000000e+02,-3.709744685735945950e+03
7.810000000000000000e+02,4.420000000000000000e+02,8.002178913386842618e-01
9.360000000000000000e+02,4.420000000000000000e+02,8.002178913386842618e-01
1.014000000000000000e+03,4.420000000000000000e+02,-2.632208272961716194e-02
1.169000000000000000e+03,4.420000000000000000e+02,-2.632208272961716194e-02
1.503000000000000000e+03,4.420000000000000000e+02,-8.793211758735297590e-02
1.530000000000000000e+03,4.420000000000000000e+02,7.958074317033984046e-01
4.430000000000000000e+02,4.430000000000000000e+02,-1.637090463191270828e-11
5.830000000000000000e+02,4.430000000000000000e+02,1.091393642127513885e-11
7.720000000000000000e+02,4.430000000000000000e+02,8.518901484686106640e-01
7.800000000000000000e+02,4.430000000000000000e+02,8.518901484686106640e-01
7.830000000000000000e+02,4.430000000000000000e+02,-8.518901484686106640e-01
1.005000000000000000e+03,4.430000000000000000e+02,5.624960018947399165e-01
1.013000000000000000e+03,4.430000000000000000e+02,5.624960018947399165e-01
1.016000000000000000e+03,4.430000000000000000e+02,-5.624960018947399165e-01
4.440000000000000000e+02,4.440000000000000000e+02,-6.926711648702621460e-09
5.840000000000000000e+02,4.440000000000000000e+02,8.432834874838590622e-09
7.830000000000000000e+02,4.440000000000000000e+02,7.771722959065175962e-01
7.840000000000000000e+02,4.440000000000000000e+02,-7.771722959065175962e-01
7.850000000000000000e+02,4.440000000000000000e+02,-7.771722959065175962e-01
1.016000000000000000e+03,4.440000000000000000e+02,6.242055140042274131e-01
1.017000000000000000e+03,4.440000000000000000e+02,-6.242055140042274131e-01
1.018000000000000000e+03,4.440000000000000000e+02,-6.242055140042274131e-01
4.450000000000000000e+02,4.450000000000000000e+02,1.698832015317395781e+04
5.850000000000000000e+02,4.450000000000000000e+02,-1.833417702212789300e+04
7.840000000000000000e+02,4.450000000000000000e+02,7.461841962781711191e-01
7.860000000000000000e+02,4.450000000000000000e+02,-7.461841962781711191e-01
7.870000000000000000e+02,4.450000000000000000e+02,-7.461841962781711191e-01
1.017000000000000000e+03,4.450000000000000000e+02,6.614609583819178740e-01
1.019000000000000000e+03,4.450000000000000000e+02,-6.614609583819178740e-01
1.020000000000000000e+03,4.450000000000000000e+02,-6.614609583819178740e-01
4.460000000000000000e+02,4.460000000000000000e+02,-1.009848169854320622e+04
5.860000000000000000e+02,4.460000000000000000e+02,-6.059706451792917505e+03
7.700000000000000000e+02,4.460000000000000000e+02,7.494746848331735878e-01
7.860000000000000000e+02,4.460000000000000000e+02,7.494746848331735878e-01
1.003000000000000000e+03,4.460000000000000000e+02,6.865850948103978668e-01
1.019000000000000000e+03,4.460000000000000000e+02,6.865850948103978668e-01
1.220000000000000000e+03,4.460000000000000000e+02,9.023176868694657848e-01
1.241000000000000000e+03,4.460000000000000000e+02,4.679040367256138144e-01
4.470000000000000000e+02,4.470000000000000000e+02,2.910383045673370361e-11
5.870000000000000000e+02,4.470000000000000000e+02,-2.910383045673370361e-11
7.880000000000000000e+02,4.470000000000000000e+02,-8.240605708149509878e-01
7.890000000000000000e+02,4.470000000000000000e+02,-8.240605708149509878e-01
7.900000000000000000e+02,4.470000000000000000e+02,-8.240605708149509878e-01
1.021000000000000000e+03,4.470000000000000000e+02,-5.863190791627376219e-01
1.022000000000000000e+03,4.470000000000000000e+02,-5.863190791627376219e-01
1.023000000000000000e+03,4.470000000000000000e+02,-5.863190791627376219e-01
4.480000000000000000e+02,4.480000000000000000e+02,3.503373591229319572e-08
5.880000000000000000e+02,4.480000000000000000e+02,-5.402398528531193733e-08
7.850000000000000000e+02,4.480000000000000000e+02,7.653870972991968502e-01
7.880000000000000000e+02,4.480000000000000000e+02,7.653870972991968502e-01
7.910000000000000000e+02,4.480000000000000000e+02,-7.653870972991968502e-01
7.920000000000000000e+02,4.480000000000000000e+02,-7.653870972991968502e-01
7.930000000000000000e+02,4.480000000000000000e+02,-7.653870972991968502e-01
1.018000000000000000e+03,4.480000000000000000e+02,6.308075320487425142e-01
1.021000000000000000e+03,4.480000000000000000e+02,6.308075320487425142e-01
1.024000000000000000e+03,4.480000000000000000e+02,-6.308075320487425142e-01
1.025000000000000000e+03,4.480000000000000000e+02,-6.308075320487425142e-01
1.026000000000000000e+03,4.480000000000000000e+02,-6.308075320487425142e-01
4.490000000000000000e+02,4.490000000000000000e+02,1.399314599408932008e+04
5.890000000000000000e+02,4.490000000000000000e+02,-2.051100303113587506e+04
7.870000000000000000e+02,4.490000000000000000e+02,7.178217127944076514e-01
7.910000000000000000e+02,4.490000000000000000e+02,7.178217127944076514e-01
7.940000000000000000e+02,4.490000000000000000e+02,-7.178217127944076514e-01
1.020000000000000000e+03,4.490000000000000000e+02,6.736143523164567215e-01
1.024000000000000000e+03,4.490000000000000000e+02,6.736143523164567215e-01
1.027000000000000000e+03,4.490000000000000000e+02,-6.736143523164567215e-01
1.221000000000000000e+03,4.490000000000000000e+02,9.218376489429838117e-01
1.242000000000000000e+03,4.490000000000000000e+02,-3.453109555126922525e-01
4.500000000000000000e+02,4.500000000000000000e+02,1.455191522836685181e-10
5.900000000000000000e+02,4.500000000000000000e+02,1.600710675120353699e-10
7.470000000000000000e+02,4.500000000000000000e+02,7.415220964380628832e-01
7.890000000000000000e+02,4.500000000000000000e+02,7.415220964380628832e-01
7.950000000000000000e+02,4.500000000000000000e+02,-7.415220964380628832e-01
9.800000000000000000e+02,4.500000000000000000e+02,6.691091971695209972e-01
1.022000000000000000e+03,4.500000000000000000e+02,6.691091971695209972e-01
1.028000000000000000e+03,4.500000000000000000e+02,-6.691091971695209972e-01
4.510000000000000000e+02,4.510000000000000000e+02,1.182343112304806709e-11
5.910000000000000000e+02,4.510000000000000000e+02,9.094947017729282379e-12
7.920000000000000000e+02,4.510000000000000000e+02,7.319759173864099910e-01
7.960000000000000000e+02,4.510000000000000000e+02,-7.319759173864099910e-01
1.025000000000000000e+03,4.510000000000000000e+02,6.706259416401813001e-01
1.029000000000000000e+03,4.510000000000000000e+02,-6.706259416401813001e-01
4.520000000000000000e+02,4.520000000000000000e+02,7.016617216123480466e+04
5.920000000000000000e+02,4.520000000000000000e+02,-2.824776706796070357e+03
7.600000000000000000e+02,4.520000000000000000e+02,7.093675322933021832e-01
7.940000000000000000e+02,4.520000000000000000e+02,7.093675322933021832e-01
7.950000000000000000e+02,4.520000000000000000e+02,7.093675322933021832e-01
7.960000000000000000e+02,4.520000000000000000e+02,7.093675322933021832e-01
7.970000000000000000e+02,4.520000000000000000e+02,-7.093675322933021832e-01
9.930000000000000000e+02,4.520000000000000000e+02,7.046976608308603840e-01
1.027000000000000000e+03,4.520000000000000000e+02,7.046976608308603840e-01
1.028000000000000000e+03,4.520000000000000000e+02,7.046976608308603840e-01
1.029000000000000000e+03,4.520000000000000000e+02,7.046976608308603840e-01
1.030000000000000000e+03,4.520000000000000000e+02,-7.046976608308603840e-01
1.222000000000000000e+03,4.520000000000000000e+02,3.870769175340235124e-01
1.243000000000000000e+03,4.520000000000000000e+02,9.219395581949687557e-01
4.530000000000000000e+02,4.530000000000000000e+02,-7.218275135467952350e+04
5.930000000000000000e+02,4.530000000000000000e+02,-1.541218332135004675e+04
7.670000000000000000e+02,4.530000000000000000e+02,7.206552952938696244e-01
7.970000000000000000e+02,4.530000000000000000e+02,7.206552952938696244e-01
1.000000000000000000e+03,4.530000000000000000e+02,7.610940881492546106e-01
1.030000000000000000e+03,4.530000000000000000e+02,7.610940881492546106e-01
1.223000000000000000e+03,4.530000000000000000e+02,9.978450472417577100e-01
1.244000000000000000e+03,4.530000000000000000e+02,3.208013830174900605e-01
4.540000000000000000e+02,4.540000000000000000e+02,-2.164597390219569206e-10
5.940000000000000000e+02,4.540000000000000000e+02,-1.273292582482099533e-10
7.420000000000000000e+02,4.540000000000000000e+02,5.691930441234342997e-01
7.480000000000000000e+02,4.540000000000000000e+02,5.691930441234342997e-01
7.490000000000000000e+02,4.540000000000000000e+02,5.691930441234342997e-01
7.980000000000000000e+02,4.540000000000000000e+02,-5.691930441234342997e-01
7.990000000000000000e+02,4.540000000000000000e+02,-5.691930441234342997e-01
9.750000000000000000e+02,4.540000000000000000e+02,8.276188414779738212e-01
9.810000000000000000e+02,4.540000000000000000e+02,8.276188414779738212e-01
9.820000000000000000e+02,4.540000000000000000e+02,8.276188414779738212e-01
1.031000000000000000e+03,4.540000000000000000e+02,-8.276188414779738212e-01
1.032000000000000000e+03,4.540000000000000000e+02,-8.276188414779738212e-01
4.550000000000000000e+02,4.550000000000000000e+02,9.539739961771871094e+03
5.950000000000000000e+02,4.550000000000000000e+02,-1.474546680741976161e+04
7.980000000000000000e+02,4.550000000000000000e+02,5.610542891872827287e-01
7.990000000000000000e+02,4.550000000000000000e+02,5.610542891872827287e-01
8.000000000000000000e+02,4.550000000000000000e+02,-5.610542891872827287e-01
8.010000000000000000e+02,4.550000000000000000e+02,-5.610542891872827287e-01
8.020000000000000000e+02,4.550000000000000000e+02,-5.610542891872827287e-01
1.031000000000000000e+03,4.550000000000000000e+02,8.473563970602705497e-01
1.032000000000000000e+03,4.550000000000000000e+02,8.473563970602705497e-01
1.033000000000000000e+03,4.550000000000000000e+02,-8.473563970602705497e-01
1.034000000000000000e+03,4.550000000000000000e+02,-8.473563970602705497e-01
1.035000000000000000e+03,4.550000000000000000e+02,-8.473563970602705497e-01
4.560000000000000000e+02,4.560000000000000000e+02,-3.637978807091712952e-12
5.960000000000000000e+02,4.560000000000000000e+02,7.275957614183425903e-12
8.030000000000000000e+02,4.560000000000000000e+02,-5.731661249676085479e-01
9.370000000000000000e+02,4.560000000000000000e+02,-5.731661249676085479e-01
1.036000000000000000e+03,4.560000000000000000e+02,-8.290885691291876025e-01
1.170000000000000000e+03,4.560000000000000000e+02,-8.290885691291876025e-01
4.570000000000000000e+02,4.570000000000000000e+02,-9.094947017729282379e-12
5.970000000000000000e+02,4.570000000000000000e+02,1.818989403545856476e-11
8.040000000000000000e+02,4.570000000000000000e+02,-5.696717961699575561e-01
9.370000000000000000e+02,4.570000000000000000e+02,5.696717961699575561e-01
1.037000000000000000e+03,4.570000000000000000e+02,-8.369731286331583142e-01
1.170000000000000000e+03,4.570000000000000000e+02,8.369731286331583142e-01
4.580000000000000000e+02,4.580000000000000000e+02,-1.091393642127513885e-11
5.980000000000000000e+02,4.580000000000000000e+02,1.455191522836685181e-11
8.000000000000000000e+02,4.580000000000000000e+02,5.633442362309541984e-01
8.040000000000000000e+02,4.580000000000000000e+02,5.633442362309541984e-01
1.033000000000000000e+03,4.580000000000000000e+02,8.428863677466493787e-01
1.037000000000000000e+03,4.580000000000000000e+02,8.428863677466493787e-01
4.590000000000000000e+02,4.590000000000000000e+02,1.244864982166816771e+05
5.990000000000000000e+02,4.590000000000000000e+02,-1.869496772036892653e+05
8.010000000000000000e+02,4.590000000000000000e+02,5.395181013293851580e-01
8.020000000000000000e+02,4.590000000000000000e+02,5.395181013293851580e-01
8.050000000000000000e+02,4.590000000000000000e+02,-5.395181013293851580e-01
8.060000000000000000e+02,4.590000000000000000e+02,-5.395181013293851580e-01
8.070000000000000000e+02,4.590000000000000000e+02,-5.395181013293851580e-01
8.080000000000000000e+02,4.590000000000000000e+02,-5.395181013293851580e-01
1.034000000000000000e+03,4.590000000000000000e+02,6.838847163516234007e-01
1.035000000000000000e+03,4.590000000000000000e+02,6.838847163516234007e-01
1.038000000000000000e+03,4.590000000000000000e+02,-6.838847163516234007e-01
1.039000000000000000e+03,4.590000000000000000e+02,-6.838847163516234007e-01
1.040000000000000000e+03,4.590000000000000000e+02,-6.838847163516234007e-01
1.041000000000000000e+03,4.590000000000000000e+02,-6.838847163516234007e-01
1.224000000000000000e+03,4.590000000000000000e+02,3.828507445112531160e-01
1.245000000000000000e+03,4.590000000000000000e+02,-7.824342747787729202e-01
4.600000000000000000e+02,4.600000000000000000e+02,-1.185426726201006386e+05
6.000000000000000000e+02,4.600000000000000000e+02,1.304162289674382337e+05
8.050000000000000000e+02,4.600000000000000000e+02,6.118246055379288340e-01
1.038000000000000000e+03,4.600000000000000000e+02,8.420808230843824793e-01
1.504000000000000000e+03,4.600000000000000000e+02,6.547886236221600598e-01
1.531000000000000000e+03,4.600000000000000000e+02,8.091237970317709527e-01
4.610000000000000000e+02,4.610000000000000000e+02,-2.518190763742310992e+03
6.010000000000000000e+02,4.610000000000000000e+02,2.170572288153326554e+03
8.060000000000000000e+02,4.610000000000000000e+02,7.155036347280548936e-01
1.039000000000000000e+03,4.610000000000000000e+02,7.075005691292587384e-01
1.505000000000000000e+03,4.610000000000000000e+02,-9.417982920810588077e-01
1.532000000000000000e+03,4.610000000000000000e+02,-3.542858784378561388e-01
4.620000000000000000e+02,4.620000000000000000e+02,2.182787284255027771e-11
6.020000000000000000e+02,4.620000000000000000e+02,-4.001776687800884247e-11
8.070000000000000000e+02,4.620000000000000000e+02,4.951317365680681926e-01
8.090000000000000000e+02,4.620000000000000000e+02,-4.951317365680681926e-01
1.040000000000000000e+03,4.620000000000000000e+02,8.650282482475546431e-01
1.042000000000000000e+03,4.620000000000000000e+02,-8.650282482475546431e-01
4.630000000000000000e+02,4.630000000000000000e+02,-5.336359807200171053e+04
6.030000000000000000e+02,4.630000000000000000e+02,6.190737043933173118e+04
8.080000000000000000e+02,4.630000000000000000e+02,5.710948217901875568e-01
1.041000000000000000e+03,4.630000000000000000e+02,8.758633708592026279e-01
1.506000000000000000e+03,4.630000000000000000e+02,5.026283410251035644e-01
1.533000000000000000e+03,4.630000000000000000e+02,-9.168700511450700308e-01
4.640000000000000000e+02,4.640000000000000000e+02,9.795100723570612899e+03
6.040000000000000000e+02,4.640000000000000000e+02,-1.006852141396010120e+04
8.100000000000000000e+02,4.640000000000000000e+02,-7.943635869227464452e-01
8.110000000000000000e+02,4.640000000000000000e+02,-7.943635869227464452e-01
9.380000000000000000e+02,4.640000000000000000e+02,7.943635869227464452e-01
1.043000000000000000e+03,4.640000000000000000e+02,-5.164932827269003157e-01
1.044000000000000000e+03,4.640000000000000000e+02,-5.164932827269003157e-01
1.171000000000000000e+03,4.640000000000000000e+02,5.164932827269003157e-01
4.650000000000000000e+02,4.650000000000000000e+02,1.818989403545856476e-12
6.050000000000000000e+02,4.650000000000000000e+02,9.094947017729282379e-13
8.120000000000000000e+02,4.650000000000000000e+02,-8.060376096498245158e-01
9.380000000000000000e+02,4.650000000000000000e+02,-8.060376096498245158e-01
1.045000000000000000e+03,4.650000000000000000e+02,-5.139449251469483393e-01
1.171000000000000000e+03,4.650000000000000000e+02,-5.139449251469483393e-01
4.660000000000000000e+02,4.660000000000000000e+02,1.683475878889288651e+03
6.060000000000000000e+02,4.660000000000000000e+02,-2.602040351124946028e+03
8.130000000000000000e+02,4.660000000000000000e+02,-9.343626044654160800e-01
8.140000000000000000e+02,4.660000000000000000e+02,-9.343626044654160800e-01
8.150000000000000000e+02,4.660000000000000000e+02,-9.343626044654160800e-01
8.160000000000000000e+02,4.660000000000000000e+02,-9.343626044654160800e-01
8.170000000000000000e+02,4.660000000000000000e+02,-9.343626044654160800e-01
8.180000000000000000e+02,4.660000000000000000e+02,-9.343626044654160800e-01
9.390000000000000000e+02,4.660000000000000000e+02,-9.343626044654160800e-01
9.400000000000000000e+02,4.660000000000000000e+02,9.343626044654160800e-01
1.046000000000000000e+03,4.660000000000000000e+02,-3.318733473066517448e-01
1.047000000000000000e+03,4.660000000000000000e+02,-3.318733473066517448e-01
1.048000000000000000e+03,4.660000000000000000e+02,-3.318733473066517448e-01
1.049000000000000000e+03,4.660000000000000000e+02,-3.318733473066517448e-01
1.050000000000000000e+03,4.660000000000000000e+02,-3.318733473066517448e-01
1.051000000000000000e+03,4.660000000000000000e+02,-3.318733473066517448e-01
1.172000000000000000e+03,4.660000000000000000e+02,-3.318733473066517448e-01
1.173000000000000000e+03,4.660000000000000000e+02,3.318733473066517448e-01
4.670000000000000000e+02,4.670000000000000000e+02,-1.717968191970289918e+05
6.070000000000000000e+02,4.670000000000000000e+02,2.189897697353056283e+05
9.390000000000000000e+02,4.670000000000000000e+02,9.345014811339527050e-01
1.172000000000000000e+03,4.670000000000000000e+02,3.343372740961252365e-01
1.507000000000000000e+03,4.670000000000000000e+02,-3.705059893560128104e-01
1.534000000000000000e+03,4.670000000000000000e+02,-9.207604156038101673e-01
4.680000000000000000e+02,4.680000000000000000e+02,5.366018740460276604e-10
6.080000000000000000e+02,4.680000000000000000e+02,3.492459654808044434e-10
8.190000000000000000e+02,4.680000000000000000e+02,-9.408533522719588760e-01
9.400000000000000000e+02,4.680000000000000000e+02,-9.408533522719588760e-01
1.052000000000000000e+03,4.680000000000000000e+02,-4.069413403649854710e-01
1.173000000000000000e+03,4.680000000000000000e+02,-4.069413403649854710e-01
4.690000000000000000e+02,4.690000000000000000e+02,1.823880284201535687e+04
6.090000000000000000e+02,4.690000000000000000e+02,-1.075784574711043388e+04
8.130000000000000000e+02,4.690000000000000000e+02,8.892678453178254339e-01
8.140000000000000000e+02,4.690000000000000000e+02,8.892678453178254339e-01
8.200000000000000000e+02,4.690000000000000000e+02,-8.892678453178254339e-01
8.210000000000000000e+02,4.690000000000000000e+02,-8.892678453178254339e-01
8.220000000000000000e+02,4.690000000000000000e+02,-8.892678453178254339e-01
1.046000000000000000e+03,4.690000000000000000e+02,3.779254482594552322e-01
1.047000000000000000e+03,4.690000000000000000e+02,3.779254482594552322e-01
1.053000000000000000e+03,4.690000000000000000e+02,-3.779254482594552322e-01
1.054000000000000000e+03,4.690000000000000000e+02,-3.779254482594552322e-01
1.055000000000000000e+03,4.690000000000000000e+02,-3.779254482594552322e-01
4.700000000000000000e+02,4.700000000000000000e+02,1.947196577886385057e+04
6.100000000000000000e+02,4.700000000000000000e+02,-7.909331790965519758e+03
8.200000000000000000e+02,4.700000000000000000e+02,8.560712554915330674e-01
8.230000000000000000e+02,4.700000000000000000e+02,-8.560712554915330674e-01
8.240000000000000000e+02,4.700000000000000000e+02,-8.560712554915330674e-01
8.250000000000000000e+02,4.700000000000000000e+02,-8.560712554915330674e-01
1.053000000000000000e+03,4.700000000000000000e+02,4.112360297863609238e-01
1.056000000000000000e+03,4.700000000000000000e+02,-4.112360297863609238e-01
1.057000000000000000e+03,4.700000000000000000e+02,-4.112360297863609238e-01
1.058000000000000000e+03,4.700000000000000000e+02,-4.112360297863609238e-01
4.710000000000000000e+02,4.710000000000000000e+02,1.726081682777342940e+04
6.110000000000000000e+02,4.710000000000000000e+02,-1.241591874356000881e+04
8.230000000000000000e+02,4.710000000000000000e+02,8.537516902320467782e-01
8.260000000000000000e+02,4.710000000000000000e+02,-8.537516902320467782e-01
1.056000000000000000e+03,4.710000000000000000e+02,4.129391567468292945e-01
1.059000000000000000e+03,4.710000000000000000e+02,-4.129391567468292945e-01
4.720000000000000000e+02,4.720000000000000000e+02,-1.899459885800805932e+04
6.120000000000000000e+02,4.720000000000000000e+02,-1.558454556095204316e+05
8.270000000000000000e+02,4.720000000000000000e+02,-7.138934673502769224e-01
8.280000000000000000e+02,4.720000000000000000e+02,-7.138934673502769224e-01
8.290000000000000000e+02,4.720000000000000000e+02,-7.138934673502769224e-01
8.300000000000000000e+02,4.720000000000000000e+02,-7.138934673502769224e-01
8.310000000000000000e+02,4.720000000000000000e+02,-7.138934673502769224e-01
1.060000000000000000e+03,4.720000000000000000e+02,-7.154488456824521503e-01
1.061000000000000000e+03,4.720000000000000000e+02,-7.154488456824521503e-01
1.062000000000000000e+03,4.720000000000000000e+02,-7.154488456824521503e-01
1.063000000000000000e+03,4.720000000000000000e+02,-7.154488456824521503e-01
1.064000000000000000e+03,4.720000000000000000e+02,-7.154488456824521503e-01
1.225000000000000000e+03,4.720000000000000000e+02,-9.713580752104972182e-01
1.246000000000000000e+03,4.720000000000000000e+02,2.792390073702312736e-01
4.730000000000000000e+02,4.730000000000000000e+02,-4.168965497652301565e+04
6.130000000000000000e+02,4.730000000000000000e+02,6.442468894233384344e+04
8.270000000000000000e+02,4.730000000000000000e+02,8.277535330872825003e-01
8.320000000000000000e+02,4.730000000000000000e+02,-8.277535330872825003e-01
1.060000000000000000e+03,4.730000000000000000e+02,6.514833100392759535e-01
1.065000000000000000e+03,4.730000000000000000e+02,-6.514833100392759535e-01
1.226000000000000000e+03,4.730000000000000000e+02,9.693723567744448877e-01
1.247000000000000000e+03,4.730000000000000000e+02,4.122179626359925853e-01
4.740000000000000000e+02,4.740000000000000000e+02,1.169079991353586956e+04
6.140000000000000000e+02,4.740000000000000000e+02,-1.807022471500025858e+04
8.280000000000000000e+02,4.740000000000000000e+02,6.311357465740118355e-01
8.330000000000000000e+02,4.740000000000000000e+02,-6.311357465740118355e-01
8.340000000000000000e+02,4.740000000000000000e+02,-6.311357465740118355e-01
1.061000000000000000e+03,4.740000000000000000e+02,7.206166927495614161e-01
1.066000000000000000e+03,4.740000000000000000e+02,-7.206166927495614161e-01
1.067000000000000000e+03,4.740000000000000000e+02,-7.206166927495614161e-01
4.750000000000000000e+02,4.750000000000000000e+02,8.885007934289680634e+03
6.150000000000000000e+02,4.750000000000000000e+02,-1.373337078344413021e+04
8.330000000000000000e+02,4.750000000000000000e+02,6.317744451113949111e-01
8.350000000000000000e+02,4.750000000000000000e+02,-6.317744451113949111e-01
1.066000000000000000e+03,4.750000000000000000e+02,7.153536739539360090e-01
1.068000000000000000e+03,4.750000000000000000e+02,-7.153536739539360090e-01
4.760000000000000000e+02,4.760000000000000000e+02,3.224236466053560434e+03
6.160000000000000000e+02,4.760000000000000000e+02,2.259297651783042602e+04
8.290000000000000000e+02,4.760000000000000000e+02,7.252608988454650740e-01
8.340000000000000000e+02,4.760000000000000000e+02,7.252608988454650740e-01
8.360000000000000000e+02,4.760000000000000000e+02,-7.252608988454650740e-01
1.062000000000000000e+03,4.760000000000000000e+02,6.453803339218440183e-01
1.067000000000000000e+03,4.760000000000000000e+02,6.453803339218440183e-01
1.069000000000000000e+03,4.760000000000000000e+02,-6.453803339218440183e-01
4.770000000000000000e+02,4.770000000000000000e+02,-7.355100914968733377e+03
6.170000000000000000e+02,4.770000000000000000e+02,3.444311931466701935e+03
8.360000000000000000e+02,4.770000000000000000e+02,7.704030686466230016e-01
8.370000000000000000e+02,4.770000000000000000e+02,-7.704030686466230016e-01
1.069000000000000000e+03,4.770000000000000000e+02,6.721472970168020922e-01
1.070000000000000000e+03,4.770000000000000000e+02,-6.721472970168020922e-01
4.780000000000000000e+02,4.780000000000000000e+02,2.221256523313526122e+04
6.180000000000000000e+02,4.780000000000000000e+02,-4.766042703617125517e+04
8.320000000000000000e+02,4.780000000000000000e+02,7.597310354895417950e-01
8.370000000000000000e+02,4.780000000000000000e+02,7.597310354895417950e-01
1.065000000000000000e+03,4.780000000000000000e+02,6.693041842131752794e-01
1.070000000000000000e+03,4.780000000000000000e+02,6.693041842131752794e-01
1.227000000000000000e+03,4.780000000000000000e+02,-1.297232355095769840e-01
1.248000000000000000e+03,4.780000000000000000e+02,-1.004156969532254973e+00
4.790000000000000000e+02,4.790000000000000000e+02,-5.546972769430330663e+04
6.190000000000000000e+02,4.790000000000000000e+02,9.135447137439946528e+04
8.300000000000000000e+02,4.790000000000000000e+02,9.614060952726402043e-01
8.380000000000000000e+02,4.790000000000000000e+02,-9.614060952726402043e-01
1.063000000000000000e+03,4.790000000000000000e+02,5.381213136759518401e-01
1.071000000000000000e+03,4.790000000000000000e+02,-5.381213136759518401e-01
1.508000000000000000e+03,4.790000000000000000e+02,-8.450761088458847992e-01
1.535000000000000000e+03,4.790000000000000000e+02,7.069106015031995094e-01
4.800000000000000000e+02,4.800000000000000000e+02,-2.086380845867097378e-09
6.200000000000000000e+02,4.800000000000000000e+02,3.186869435012340546e-09
8.380000000000000000e+02,4.800000000000000000e+02,9.510264779505933630e-01
8.390000000000000000e+02,4.800000000000000000e+02,-9.510264779505933630e-01
1.071000000000000000e+03,4.800000000000000000e+02,5.473315847677723278e-01
1.072000000000000000e+03,4.800000000000000000e+02,-5.473315847677723278e-01
8.390000000000000000e+02,4.810000000000000000e+02,8.731208118881734759e-01
9.310000000000000000e+02,4.810000000000000000e+02,8.731208118881734759e-01
1.072000000000000000e+03,4.810000000000000000e+02,6.189824819326162908e-01
1.164000000000000000e+03,4.810000000000000000e+02,6.189824819326162908e-01
4.820000000000000000e+02,4.820000000000000000e+02,-1.250820807062019303e+05
6.220000000000000000e+02,4.820000000000000000e+02,1.047834827595169918e+05
8.400000000000000000e+02,4.820000000000000000e+02,-8.076733995596863114e-01
8.410000000000000000e+02,4.820000000000000000e+02,-8.076733995596863114e-01
8.420000000000000000e+02,4.820000000000000000e+02,-8.076733995596863114e-01
8.430000000000000000e+02,4.820000000000000000e+02,-8.076733995596863114e-01
8.440000000000000000e+02,4.820000000000000000e+02,-8.076733995596863114e-01
8.450000000000000000e+02,4.820000000000000000e+02,-8.076733995596863114e-01
9.410000000000000000e+02,4.820000000000000000e+02,-8.076733995596863114e-01
9.420000000000000000e+02,4.820000000000000000e+02,-8.076733995596863114e-01
1.073000000000000000e+03,4.820000000000000000e+02,-6.821687594335341664e-01
1.074000000000000000e+03,4.820000000000000000e+02,-6.821687594335341664e-01
1.075000000000000000e+03,4.820000000000000000e+02,-6.821687594335341664e-01
1.076000000000000000e+03,4.820000000000000000e+02,-6.821687594335341664e-01
1.077000000000000000e+03,4.820000000000000000e+02,-6.821687594335341664e-01
1.078000000000000000e+03,4.820000000000000000e+02,-6.821687594335341664e-01
1.174000000000000000e+03,4.820000000000000000e+02,-6.821687594335341664e-01
1.175000000000000000e+03,4.820000000000000000e+02,-6.821687594335341664e-01
1.509000000000000000e+03,4.820000000000000000e+02,-1.045141007722107274e+00
1.536000000000000000e+03,4.820000000000000000e+02,-1.592821731425271559e-01
7.730000000000000000e+02,4.830000000000000000e+02,8.427876228648401025e-01
9.410000000000000000e+02,4.830000000000000000e+02,8.427876228648401025e-01
1.006000000000000000e+03,4.830000000000000000e+02,6.611082660851727022e-01
1.174000000000000000e+03,4.830000000000000000e+02,6.611082660851727022e-01
4.840000000000000000e+02,4.840000000000000000e+02,-1.309672370553016663e-10
6.240000000000000000e+02,4.840000000000000000e+02,2.000888343900442123e-10
7.740000000000000000e+02,4.840000000000000000e+02,8.365957496574081276e-01
9.420000000000000000e+02,4.840000000000000000e+02,8.365957496574081276e-01
1.007000000000000000e+03,4.840000000000000000e+02,6.649203605552894691e-01
1.175000000000000000e+03,4.840000000000000000e+02,6.649203605552894691e-01
4.850000000000000000e+02,4.850000000000000000e+02,3.171584171907994096e+04
6.250000000000000000e+02,4.850000000000000000e+02,-2.049498358252362232e+04
8.400000000000000000e+02,4.850000000000000000e+02,7.262889494134255886e-01
8.460000000000000000e+02,4.850000000000000000e+02,-7.262889494134255886e-01
8.470000000000000000e+02,4.850000000000000000e+02,-7.262889494134255886e-01
1.073000000000000000e+03,4.850000000000000000e+02,6.797149547102930844e-01
1.079000000000000000e+03,4.850000000000000000e+02,-6.797149547102930844e-01
1.080000000000000000e+03,4.850000000000000000e+02,-6.797149547102930844e-01
4.860000000000000000e+02,4.860000000000000000e+02,3.039607980332754596e+04
6.260000000000000000e+02,4.860000000000000000e+02,-4.698258419604478695e+04
8.150000000000000000e+02,4.860000000000000000e+02,8.170150574583955327e-01
8.160000000000000000e+02,4.860000000000000000e+02,8.170150574583955327e-01
8.210000000000000000e+02,4.860000000000000000e+02,8.170150574583955327e-01
8.220000000000000000e+02,4.860000000000000000e+02,8.170150574583955327e-01
8.240000000000000000e+02,4.860000000000000000e+02,8.170150574583955327e-01
